review,stars,raw_output,stars_pred,reasoning,mismatch
"Be prepared to take 3 ID's and a credit card with you because apparently these guys don't know how to identify their customers. We waited for almost an hour because 4 bouncers kept on insisting that my friends ID wasn't hers even after she answered their questions and showed them her credit card which by the way had another picture of her.\n\nSo after that whole unnecessary ordeal (the guy was just being a douche) we went to another club and guess what, we got in. Been to the majority of the clubs here in Vegas and never has this happened. All I can say is the staff here better get their heads out of their a** and realize people aren't going to look exactly the same on their license, especially after it was taken 4 years ago.",1,"Reasoning: The reviewer had a very negative experience with the staff, specifically the bouncers, who were unreasonably strict and rude about ID verification. The reviewer and their friends were delayed for almost an hour and felt disrespected. They mention that this has never happened at other clubs, indicating this is an outlier in a bad way. The language used (""douche"", ""get their heads out of their a**"") is very strong and negative, showing significant dissatisfaction. There are no positive comments to balance the review.
Stars: 1",1,"The reviewer had a very negative experience with the staff, specifically the bouncers, who were unreasonably strict and rude about ID verification. The reviewer and their friends were delayed for almost an hour and felt disrespected. They mention that this has never happened at other clubs, indicating this is an outlier in a bad way. The language used (""douche"", ""get their heads out of their a**"") is very strong and negative, showing significant dissatisfaction. There are no positive comments to balance the review.",False
"AVOID - LINES TOO LONG\n\nI came the week between Christmas and NYE.  At around 6, the line was about 3.5 hrs long.  We paid $20 each for the express pass which shortened the wait to only 20 minutes.  \n\nHOWEVER once you get inside, the FOOD LINES are also very long.  Around 7:30, there was a 30 minute long line just for the seafood.  I waited 20 minutes in the meat line!!!  I was pissed off the entire dinner because of the food lines and took more food than I can eat because I didn't want to wait in the line again.    \n\nBacchanal needs better food station management.  The seafood and meat stations always have long lines which block people from getting the other dishes besides the crab legs and the carving station.  \n\nThere was a sign that asked people to limit their eating time to 2 hours but that's impossible because you spend an hour just standing in each of the food station lines.  MANAGEMENT NEEDS TO ORGANIZE THE STATIONS BETTER.",3,"Reasoning: The reviewer is extremely frustrated with the long lines both to get in and at the food stations, even after paying extra for an express pass. They mention being ""pissed off the entire dinner"" and criticize management multiple times for poor organization. There is no mention of positive experiences, and the overall tone is negative and dissatisfied.
Stars: 1",1,"The reviewer is extremely frustrated with the long lines both to get in and at the food stations, even after paying extra for an express pass. They mention being ""pissed off the entire dinner"" and criticize management multiple times for poor organization. There is no mention of positive experiences, and the overall tone is negative and dissatisfied.",False
"Ok, so I just tried this place after reading all the good reviews.\n\nLike someone mentioned before, the Lovely Bit O Salmon is awesome.  Of course I didn't get that, but my coworker did and it made me jealous!  I got the Spicy Asiago Chicken and although it was really good, it was nothing like the taste I had of the salmon pasty.  I will have to get that salmony creamy goodness next time. \n\nThese things will fill you up.  I felt like I needed a nap after my pasty lunch!",5,"Reasoning: The reviewer expresses positive feelings about the food, mentioning that the Spicy Asiago Chicken was ""really good"" and that the Lovely Bit O Salmon was ""awesome."" There is some regret about not ordering the salmon, but overall the experience is positive. The reviewer also notes that the food is filling. There are no complaints or negative comments, and the tone is enthusiastic and satisfied.
Stars: 4",4,"The reviewer expresses positive feelings about the food, mentioning that the Spicy Asiago Chicken was ""really good"" and that the Lovely Bit O Salmon was ""awesome."" There is some regret about not ordering the salmon, but overall the experience is positive. The reviewer also notes that the food is filling. There are no complaints or negative comments, and the tone is enthusiastic and satisfied.",False
"I really had high expectations for this place given how everyone before me raved about it. Plus I have been traveling to research dishes when I open my own izakaya restaurant. \n\nOf course, my friend and I come here after being at LAX, so we may have gotten in on the tail-end of it all. Overall, it was not bad. Seems like the type of place you go with friends to drink and be merry. Not the culinary adventure I was expecting.",3,"Reasoning: The reviewer had high expectations based on others' recommendations but found the experience to be just ""not bad."" They mention that the place is more suited for socializing and drinking rather than a culinary adventure, which was what they were hoping for. There is no mention of any major issues, but there is clear disappointment that the food did not meet their expectations. The tone is neutral to slightly disappointed, suggesting an average experience.
Stars: 3",3,"The reviewer had high expectations based on others' recommendations but found the experience to be just ""not bad."" They mention that the place is more suited for socializing and drinking rather than a culinary adventure, which was what they were hoping for. There is no mention of any major issues, but there is clear disappointment that the food did not meet their expectations. The tone is neutral to slightly disappointed, suggesting an average experience.",False
"I went here as a last resort after being unable to secure a table at Beef-n-Bottle, so my expectations in regards to meat quality that day were a little high.\n\nThe first thing to expect at Outback is a fairly long wait on weekends; if memory serves me correctly, the wait on a Saturday night was about 50 mins.  There is a small waiting area to the left of the door that has complimentary lemonade and they also pass out samples of appetizers.  This small space is a real life saver when it's really cold outside.\n\nRegarding the food, I recommend either the Victoria Filet or the New York strip (rare or medium rare).  Since the prices are so reasonable, you're basically looking at a $10-14 steak if you get the sirloin and based on the comments from the table next to us, a $10 piece of meat is what you're gonna get.  While we enjoyed our filet and New York strip, the couple next to us was unable to finish more than half of their sirloins.  They said that the meat was kind of tough and dry.  I personally found my strip to be tender and juicy, however it was lacking in the seasoning department, let just say I needed a lot of steak sauce.  The loaded baked potato was cooked well, but the cesar salad that I had was very bland.  The dressing had almost no taste and the parmesan cheese was bland with an odd peppery taste.\n\nThe service was great, our waitress was very attentive and friendly.  If you asked me if I'd return, I'd probably say no.  The food quality just isn't what I'm used to in the realm of steaks.  To be honest, I've had better steaks at some of Charlotte's local bars.  If you're on a limited budget and want a steak dinner for $20 or less, you can't beat the pricing here.",2,"Reasoning: The reviewer had mixed feelings about their experience. They appreciated the reasonable prices, the complimentary lemonade and appetizers during the wait, and found the service to be great. They enjoyed their filet and New York strip, though noted the steak was under-seasoned and required a lot of steak sauce. The loaded baked potato was good, but the Caesar salad was bland. They also mentioned that the couple next to them did not enjoy their sirloin, finding it tough and dry. Ultimately, the reviewer said they probably would not return due to the food quality not meeting their expectations. The overall tone is neutral to slightly negative, with some positives but significant reservations.
Stars: 3",3,"The reviewer had mixed feelings about their experience. They appreciated the reasonable prices, the complimentary lemonade and appetizers during the wait, and found the service to be great. They enjoyed their filet and New York strip, though noted the steak was under-seasoned and required a lot of steak sauce. The loaded baked potato was good, but the Caesar salad was bland. They also mentioned that the couple next to them did not enjoy their sirloin, finding it tough and dry. Ultimately, the reviewer said they probably would not return due to the food quality not meeting their expectations. The overall tone is neutral to slightly negative, with some positives but significant reservations.",False
Stop here almost every time we are in Vegas. Jell-o shots and redbull vodkas! We usually see the same bartenders too which is nice. Good service!,4,"Reasoning: The reviewer mentions that they stop at this place almost every time they are in Vegas, which indicates a high level of satisfaction and loyalty. They highlight specific drinks they enjoy and note the consistency of seeing the same bartenders, which they find positive. The reviewer also explicitly states ""Good service!"" All comments are positive, with no complaints or negative remarks.
Stars: 5",5,"The reviewer mentions that they stop at this place almost every time they are in Vegas, which indicates a high level of satisfaction and loyalty. They highlight specific drinks they enjoy and note the consistency of seeing the same bartenders, which they find positive. The reviewer also explicitly states ""Good service!"" All comments are positive, with no complaints or negative remarks.",False
"We LOVE This Place!!!\n\nWe went to Jacqueline's for the 1st time today for a late breakfast and were extremely pleased with the whole experience. They have a very colorful and fun decor and our server, Mindy, was an absolute sweetheart.\n\nI would definitely recommend both items we had - the Chorizo Omelet (killer) and the Croissant French Toast (Yummm) and the kid's are in love with the Mac & Cheese (kid friendly place).\n\nKeep up the good work, Jacqueline (whoever you are)....we'll be back for more!!! :)",5,"Reasoning: The reviewer expresses strong positive emotions (""LOVE This Place!!!"", ""extremely pleased"", ""absolute sweetheart"", ""killer"", ""Yummm"", ""kid's are in love""), praises the decor, the service, and the food, and states they will return. There are no negative comments or reservations. The recommendation is enthusiastic and covers multiple aspects of the experience.
Stars: 5",5,"The reviewer expresses strong positive emotions (""LOVE This Place!!!"", ""extremely pleased"", ""absolute sweetheart"", ""killer"", ""Yummm"", ""kid's are in love""), praises the decor, the service, and the food, and states they will return. There are no negative comments or reservations. The recommendation is enthusiastic and covers multiple aspects of the experience.",False
"Great vibe and location for we S. Phx folk, but ye gods, beware ordering a \""house Cabernet\"" during Happy Hour - $12 a GLASS!  For happy hour house wine?  Are you kidding?  \n\nThe hhr food is a great deal, we'll be ordering beer next time.. phew.  \n\nCaveat emptor.  Bring a high limit credit card.",2,"Reasoning: The reviewer appreciates the vibe and location, especially for South Phoenix locals, and finds the happy hour food to be a great deal. However, they are shocked and dissatisfied with the price of the house Cabernet during happy hour ($12 a glass), which they find unreasonable. They suggest ordering beer instead and warn others about the high prices, indicating a significant negative aspect. Overall, the review contains both positive and negative elements, but the high drink prices seem to significantly impact their experience.
Stars: 3",3,"The reviewer appreciates the vibe and location, especially for South Phoenix locals, and finds the happy hour food to be a great deal. However, they are shocked and dissatisfied with the price of the house Cabernet during happy hour ($12 a glass), which they find unreasonable. They suggest ordering beer instead and warn others about the high prices, indicating a significant negative aspect. Overall, the review contains both positive and negative elements, but the high drink prices seem to significantly impact their experience.",False
Pricey but hey..it's Vegas.\nGreat drinks - they're strong and yummy!\nGood selection of songs and nice variety. \nLove the view!!!\n\nPS Check out the bathroom ;),5,"Reasoning: The reviewer mentions that the place is ""pricey,"" but justifies it by saying ""it's Vegas,"" which suggests they don't mind the cost. They praise the drinks as ""strong and yummy,"" appreciate the ""good selection of songs and nice variety,"" and express enthusiasm for the view with ""Love the view!!!"" The playful note about the bathroom adds a positive, fun touch. Overall, the review is very positive with only a minor note about price.
Stars: 5",5,"The reviewer mentions that the place is ""pricey,"" but justifies it by saying ""it's Vegas,"" which suggests they don't mind the cost. They praise the drinks as ""strong and yummy,"" appreciate the ""good selection of songs and nice variety,"" and express enthusiasm for the view with ""Love the view!!!"" The playful note about the bathroom adds a positive, fun touch. Overall, the review is very positive with only a minor note about price.",False
"$30+ for tiny, tapas-size plates of food, albeit delicious food. $50-$60 for \""entree' size portions that aren't much bigger. I'm giving it three stars because I knew what I was getting myself into and I wasn't suprised when I got the bill. The restaurant itself is nice...everything red and black. We sat at the bar and watched them cook, which is the whole idea of this place.  The food is good, but the value is horrendous. If thi is suppoed to be a more 'caual' dining experience, then they need to knock 25-30% off the prices at least.",3,"Reasoning: The reviewer acknowledges that the food is delicious and the restaurant atmosphere is nice, mentioning the enjoyable experience of watching the cooking process. However, they repeatedly emphasize that the portion sizes are very small for the high prices, calling the value ""horrendous."" Despite these complaints, the reviewer gives three stars because they were not surprised by the cost and knew what to expect. The overall tone is mixed: positive about the food and ambiance, but negative about the value.
Stars: 3",3,"The reviewer acknowledges that the food is delicious and the restaurant atmosphere is nice, mentioning the enjoyable experience of watching the cooking process. However, they repeatedly emphasize that the portion sizes are very small for the high prices, calling the value ""horrendous."" Despite these complaints, the reviewer gives three stars because they were not surprised by the cost and knew what to expect. The overall tone is mixed: positive about the food and ambiance, but negative about the value.",False
"Mediocre food, enormous portions, and an uninspiring wine list make Kings Fish House the epitome of a boring chain restaurant's suburban location. They have the \""Hello, my name is Jane and I will be your server tonight!\"" kind of robotic service, which I find terribly annoying. \n\nI'd be willing to overlook all the above if the oysters - something they are supposed to be known for - had been great. Unfortunately, they were neither particularly fresh, nor were they shucked immaculately. Heck, the selection itself was a disappointment with three out of seven being from the same Mexican bay and only two East Coast options. And such disappointment was every dish we had from salads to main courses through \""specials\"", including the salmon that was colored to a hideous cadmium orange shade you would only expect to find on a Pantone color guide and not on your plate.\n\nLuckily, there are plenty more fish in the sea, so it's very unlikely I'll ever be back.",3,"Reasoning: The reviewer expresses strong dissatisfaction with multiple aspects of their experience. They describe the food as ""mediocre,"" the wine list as ""uninspiring,"" and the service as ""robotic"" and ""annoying."" The oysters, a supposed specialty, were disappointing in freshness, shucking, and selection. Other dishes, including the salmon, were also criticized harshly. The reviewer concludes by stating they are unlikely to return. There are no positive remarks, and the overall tone is negative and disappointed.
Stars: 1",1,"The reviewer expresses strong dissatisfaction with multiple aspects of their experience. They describe the food as ""mediocre,"" the wine list as ""uninspiring,"" and the service as ""robotic"" and ""annoying."" The oysters, a supposed specialty, were disappointing in freshness, shucking, and selection. Other dishes, including the salmon, were also criticized harshly. The reviewer concludes by stating they are unlikely to return. There are no positive remarks, and the overall tone is negative and disappointed.",False
OMG!  My boss took me here for lunch.  You order and pay for your order 1st.  The hamburgers were to die for.  The fries were very good and flavorful.  Fried twinkee is what we got for dessert.  I loved the whole meal and will bring family and friends back for sure.  I will take pictures next time so you can see how much you get for your money.  You will NOT be disapointed.,5,"Reasoning: The reviewer expresses strong enthusiasm with phrases like ""OMG!"" and ""to die for"" regarding the hamburgers. They also praise the fries and dessert, stating they ""loved the whole meal"" and plan to return with family and friends. The reviewer assures others they ""will NOT be disappointed,"" indicating a highly positive experience with no complaints or negative remarks.
Stars: 5",5,"The reviewer expresses strong enthusiasm with phrases like ""OMG!"" and ""to die for"" regarding the hamburgers. They also praise the fries and dessert, stating they ""loved the whole meal"" and plan to return with family and friends. The reviewer assures others they ""will NOT be disappointed,"" indicating a highly positive experience with no complaints or negative remarks.",False
"Visited Casa Reyna in the basement of their strip district location off 21st and Penn avenue for lunch on Good Friday.  Their ambiance downstairs is decidedly cool and feels appropriate given the genre of food.\n\nMy co-worker and I opted for the special of the day: verde chicken enchiladas.\n\nThe chips and salsa were good.  The enchiladas were OK, but nothing special.  The chicken was tender, but it was just overly boring and nothing to make me say, \""Wow!\""\n\nWhat deserves special mention is the horrible service.  We were seated quickly, and then sat awhile waiting for our server.  He eventually made his way over, and after repeating our order a couple of times (due to language difficulties), we waited for our food.\n\nA decent amount of time had elapsed, but our chips and salsa were nowhere to be found.  Our chips showed up, and then thirty seconds later our lunches showed up.  I would have rather had the chips instantly while we were waiting for our food.\n\nAfter the food was delivered, no one checked on us for an extended period of time.  Since we needed to get back to work, we flagged down the manager (our server was too busy setting up tables to cater to the ones he already had), and asked for our check.  Instead of the manager getting our check himself, he tells our already in-attentive server to get it.  We never interacted with the server after the initial placing of the order.\n\nMore time elapses.....\n\nNow we are getting mad, because we've waited about 20 minutes after asking for our check, and the dirty dishes are still sitting in front of us.\n\nIt wasn't until we stood up, put our jackets on told the manager that we were leaving did he finally bring the check.\n\ntl;dr: Food was ok, service was horribly slow and inattentive for lunch.",2,"Reasoning: The reviewer describes the ambiance as ""cool"" and appropriate, and mentions that the chips and salsa were good. However, the main dish (verde chicken enchiladas) was just ""OK"" and ""boring,"" lacking anything special. The most significant negative aspect is the ""horrible service,"" with long waits, inattentive staff, and difficulty getting the check. The reviewer expresses frustration and anger due to the extended wait times and lack of attention. While there are some positive notes about the atmosphere and chips, the overall experience is marred by poor service and mediocre food.

Stars: 2",2,"The reviewer describes the ambiance as ""cool"" and appropriate, and mentions that the chips and salsa were good. However, the main dish (verde chicken enchiladas) was just ""OK"" and ""boring,"" lacking anything special. The most significant negative aspect is the ""horrible service,"" with long waits, inattentive staff, and difficulty getting the check. The reviewer expresses frustration and anger due to the extended wait times and lack of attention. While there are some positive notes about the atmosphere and chips, the overall experience is marred by poor service and mediocre food.",False
"I will give TeePee a couple of stars for having lardless beans and for the weird old-school style of the place (it is a serious throw back to a time that no longer exists), BUT i ordered (in my pre-vegan era) the \""famous\"" chiles rellenos and what i got made me want to gag...\nwhat they have created is a green chile, flattened, and then covered in some terrible meringue! how in the hell is that a chile relleno?!? \n\""Relleno\"" means \""Stuffed\"" in Spanish, not topped with French meringue!!\nhttp://en.wikipedia.org/wiki/Chile_relleno\nthen they put some shredded iceberg on top and give you a side of some sort of mysterious red \""sauce\"" that you are supposed to use as a topping. \nI am a native Tucsonan who has been eating Texan, Arizonan, New Mexican, Californian and Sonoran Mexican chiles rellenos my entire life and can honestly say these are the worst I've ever had. \n\nthis is what Chiles Rellenos normally look like:\nhttp://www.roadfood.com/photos/7510.jpg\n\nthis is what you get at TeePee:\nhttp://farm2.static.flickr.com/1116/862689844_54188a24a1.jpg?v=0\n\ntrust me on this one. don't go here for the food. go here to smoke cigarettes, wear copper and purple colored clothing, and drive home in a much much too big car.\n\nI think i ate a Cliff Bar instead.",2,"Reasoning: The reviewer acknowledges a couple of positive aspects: lardless beans and the nostalgic, old-school atmosphere. However, the main focus is on their extreme disappointment with the ""famous"" chiles rellenos, describing them as the worst they've ever had and expressing disgust at the preparation. The reviewer provides detailed criticism, including the incorrect use of meringue, the mysterious sauce, and the overall presentation. They even recommend not going to the restaurant for the food, indicating a strong negative sentiment. The positives are minor compared to the overwhelming negative experience.
Stars: 2",2,"The reviewer acknowledges a couple of positive aspects: lardless beans and the nostalgic, old-school atmosphere. However, the main focus is on their extreme disappointment with the ""famous"" chiles rellenos, describing them as the worst they've ever had and expressing disgust at the preparation. The reviewer provides detailed criticism, including the incorrect use of meringue, the mysterious sauce, and the overall presentation. They even recommend not going to the restaurant for the food, indicating a strong negative sentiment. The positives are minor compared to the overwhelming negative experience.",False
Cox was great until I spoke with their customer service person Juan (Employee #1347). All I wanted to do was take some packages off that I currently have.\n\nI'm paying the 150.00 cancellation charge and Cox can shove it!,1,"Reasoning: The reviewer starts by saying Cox was great, but their experience with customer service was negative. They mention wanting to remove some packages but ended up paying a cancellation charge, expressing strong frustration (""Cox can shove it!""). The overall tone is angry and dissatisfied, indicating a poor experience.
Stars: 1",1,"The reviewer starts by saying Cox was great, but their experience with customer service was negative. They mention wanting to remove some packages but ended up paying a cancellation charge, expressing strong frustration (""Cox can shove it!""). The overall tone is angry and dissatisfied, indicating a poor experience.",False
"BURNED\n\nThis end of the strip seems to be full of New York style pizza places selling slices. You know the type of pizza that Jon Stewart from \""The Daily Show\"" thinks is the best pizza in the world. At the end of the day, real pizza comes from Italy and not any American city. I have never truly been a fan of NY style pizza. When I'm in NY I usually only buy a slice because it's cheap, fast and I'm hungry. \n\nSo here I am in Las Vegas and not New York. I was really hungry and needed a bite to eat for my walk home down the street. I stopped in for a slice and they threw it in the oven. It was in the oven for rather a long time. I really wasn't in a hurry as I checked my emails and waited for it. \n\nI finally got my slice and I decided to bite into it. The problem was that the pizza temperature was set to nuclear radiation heat level. The piping hot cheese stuck to the roof of my mouth and I couldn't get it off in time. All I could think was why didn't the person handing me the pizza slice give me a warning like, \""Hey be careful because it's really hot!\"" I didn't think it was hot because my slice looked dried out and there was no steam flowing out of it. A warning or something would have been a nice gesture. I also must take responsibility because I bit into it without thinking twice but I was hungry. \n\nI ended up with a nasty burn on the roof of my mouth. Luckily the roof of the mouth heals fast. I had to deal with the burn pain for a couple of days. It was annoying and made me have not fond memories of this place every time I ate something in Vegas. \n\nI really wouldn't recommend  this place unless you were hungry and just looking for a quick and cheap fix. Six bucks for a slice is not a bad deal in Vegas considering how expensive food is around here. I really wished I would have just walked by this location. The pizza wasn't that great just like New York City. If they were going for an authentic NY style pizza, then they nailed it. My only advice is to just check the temperature before biting in or you might get BURNED.\n\nOn a side note there are a ton of costumed characters hanging around nearby selling photo opps. It is kind of like a freak show of costumed crazies. These characters are in no way associated with this pizza place but you are going to have to go through this mess to get here. Enjoy!",2,"Reasoning: The reviewer expresses a clear dissatisfaction with their experience. They mention not being a fan of New York style pizza in general, but the main issue is with the service and the food quality. The pizza was overheated, resulting in a burn to the roof of their mouth, and they were not warned about the temperature. The reviewer also notes the pizza looked dried out, which suggests it was overcooked. While they take some responsibility, the overall tone is negative, focusing on the pain and annoyance caused by the experience. There are no positive comments about the food or service.
Stars: 1",1,"The reviewer expresses a clear dissatisfaction with their experience. They mention not being a fan of New York style pizza in general, but the main issue is with the service and the food quality. The pizza was overheated, resulting in a burn to the roof of their mouth, and they were not warned about the temperature. The reviewer also notes the pizza looked dried out, which suggests it was overcooked. While they take some responsibility, the overall tone is negative, focusing on the pain and annoyance caused by the experience. There are no positive comments about the food or service.",False
"This Marshalls is great for dresses and accessories! I loved shopping here, when I lived in Charlotte. They always have a wide variety of dresses and you will always get a good deal. A large portion of my closet is from this Marshalls and everything I've bought from there is still in great shape.",4,"Reasoning: The reviewer uses positive language throughout, such as ""great for dresses and accessories,"" ""loved shopping here,"" ""wide variety,"" ""good deal,"" and notes that items purchased are ""still in great shape."" There are no complaints or negative remarks. The overall sentiment is very positive and enthusiastic.
Stars: 5",5,"The reviewer uses positive language throughout, such as ""great for dresses and accessories,"" ""loved shopping here,"" ""wide variety,"" ""good deal,"" and notes that items purchased are ""still in great shape."" There are no complaints or negative remarks. The overall sentiment is very positive and enthusiastic.",False
I don't come in often - The bar scene isn't my thing but I can always count on Morgan in the kitchen to cook up some deliciousness.  I haven't been let down by the menu yet!  Thanks!,5,"Reasoning: The reviewer mentions that they don't visit often because the bar scene isn't their preference, but they consistently praise the food, specifically mentioning Morgan in the kitchen and stating they haven't been let down by the menu. The overall tone is positive and appreciative, with no significant complaints.
Stars: 5",5,"The reviewer mentions that they don't visit often because the bar scene isn't their preference, but they consistently praise the food, specifically mentioning Morgan in the kitchen and stating they haven't been let down by the menu. The overall tone is positive and appreciative, with no significant complaints.",False
Re writing my review the owner handled the situation with professionalism and handled the situation with etiquette not displayed at other business.\nI will definitely give it another shot,4,"Reasoning: The reviewer mentions that the owner handled a previous situation with professionalism and etiquette, which they felt was lacking at other businesses. The reviewer expresses willingness to return (""I will definitely give it another shot""), indicating a positive sentiment and appreciation for the owner's actions. While the review does not mention specific details about the product or service, the overall tone is positive and suggests satisfaction with the resolution.
Stars: 4",4,"The reviewer mentions that the owner handled a previous situation with professionalism and etiquette, which they felt was lacking at other businesses. The reviewer expresses willingness to return (""I will definitely give it another shot""), indicating a positive sentiment and appreciation for the owner's actions. While the review does not mention specific details about the product or service, the overall tone is positive and suggests satisfaction with the resolution.",False
"Took Expedition in for inspection.  Got the call that everything passed except for front ball joints.... Cost???  $645!!!  Ball joints from Autozone cost $34 each.  I asked the mechanic doing the inspection how far out of spec the joints were... He couldn't give me a spec... Only that in his opinion, it was too loose.  I told them I would get the work done myself, citing the cost of the ball joints, to which he replied, \""well, we're not the lowest cost on the block.\"". \n\nI got the joints replaced for 1/5 of the estimate from Firestone.... And 2 mechanics that I went to both indicated they would not have failed the inspection for those joints.\n\nSo here is the point... My experience with this shop might be out of the ordinary, but it is the experience you dread when taking your automobile in for a mandated inspection.  My advice is to get a second opinion when a shop like this springs something like this on you.  Unfortunately, most people just pay the price and go on.  If you are able to get a second opinion, I would encourage it.\n\nThe workers at this shop are friendly.  Like I said, I hope my experience was an anomaly... But I won't be back, even though the location is very convenient to where I live. \n\nBtw... The truck passed inspection when I took it back in.",1,"Reasoning: The reviewer had a negative experience with the shop, feeling that the recommended repair was unnecessary and overpriced. They mention that other mechanics disagreed with the shop's assessment and that they were able to get the work done elsewhere for much less. The reviewer advises others to get a second opinion and states they will not return, despite the shop's convenient location and friendly staff. The overall tone is dissatisfied, though not extremely angry, and acknowledges some positive aspects (friendly workers). The review is critical of the business practices and suggests mistrust, which points to a low rating, but not the lowest since there is some acknowledgment of friendliness.
Stars: 2",2,"The reviewer had a negative experience with the shop, feeling that the recommended repair was unnecessary and overpriced. They mention that other mechanics disagreed with the shop's assessment and that they were able to get the work done elsewhere for much less. The reviewer advises others to get a second opinion and states they will not return, despite the shop's convenient location and friendly staff. The overall tone is dissatisfied, though not extremely angry, and acknowledges some positive aspects (friendly workers). The review is critical of the business practices and suggests mistrust, which points to a low rating, but not the lowest since there is some acknowledgment of friendliness.",False
"Unlike the last review I wrote about an unconventional outlet mall, Outlets At Anthem is EXACTLY what you'd think of when you think 'Outlet Mall'. It is one mammoth of a shopping center and it doesn't matter WHO you are - you will mos' def.' find *something* that catches your eye in any one of the multiple stores (total understatement) located in this complex.\n\nWhether you're looking for Gap, BCBG, Banana Republic, Book Warehouse, Calvin Klein, Bose, Claire's, Kitchen Collection, Jockey, Polo, Perfumania, Ultra Diamonds, Vans, or Yogurberry (JUST TO NAME A FEW), the Outlets At Anthem have got you covered.\n\nBeing the avid swimmer that I am, I hit up the Nike Factory store and bought two (count 'em) TWO Nike swimsuits for $60. Usually one runs me about $75. Can I get a holllllllaaaa?!?!?!?\n\nThe only reason I *had* to take off a star is because this is an outdoor outlet mall, and in a place like Arizona, that is INSANE. The weather was SO scorching hot that I would have PAID an entry fee to shop at an indoor, AIR CONDITIONED shopping complex.\n\nAh well, still got the goods at the outlet prices. Can't complain...too much ;)",4,"Reasoning: The reviewer is very positive about the variety and size of the outlet mall, mentioning that there is something for everyone and listing many popular stores. They are especially happy with the deals they got at the Nike Factory store, expressing excitement about the savings. The only negative mentioned is that the mall is outdoors, which is uncomfortable in Arizona's hot weather, and this is the sole reason for deducting a star. Overall, the review is enthusiastic and satisfied, with just one notable drawback.
Stars: 4",4,"The reviewer is very positive about the variety and size of the outlet mall, mentioning that there is something for everyone and listing many popular stores. They are especially happy with the deals they got at the Nike Factory store, expressing excitement about the savings. The only negative mentioned is that the mall is outdoors, which is uncomfortable in Arizona's hot weather, and this is the sole reason for deducting a star. Overall, the review is enthusiastic and satisfied, with just one notable drawback.",False
"Can I give this place \""0\"" Stars??!! \n\nThis is the 2nd time I have come here and also the 2nd time I sat at the patio. The first time was not a great experience mainly because the outside server was terrible. She never came around and it made for awkward moments when she did. I decided to give it another try and what did I get?! Another terrible experience. \n\nI came here on this past Thursday night around 830PM. I wish I knew who our server was because I really wanted to complain. My friend and I sat down outside at a table and then a moment later another group sat down after us. Their table received drinks and appetizers before we even got asked what we wanted to order. We honestly waited about 10-15 minutes before I decided to hunt for a server inside and ask where the patio server was.  I let that person know we have been waiting for about 10-15 minutes and  haven't been approached for anything. This server was happy to go out of her way and at least get our drinks. She was friendly and was hoping she would be our server and not the normal outside patio server. Well, unfortunately the regular outside patio server  ended up being our server for the night. We then tried being optimistic about it and went and ordered both our drinks and food because who knew when she would come around to check in. Well, later the night came and another 15 minutes or so go by without our server coming around to ask if we wanted anything. I ended up going to the bar outside and was about to order when FINALLY the server came and asked if she could help. Whelp, another awkward moment between the server and us. \n\nLater that night, she came around once more and said she was closing out and if she could close our table. We said \""Yes\"". Let's just say that her overall service deserved a at most $1 tip just because I felt bad, but did give her a 10% tip because I'm not that mean. \n\nOverall, the food, was OK, the drinks were OK (little watered down on mixed drinks) and the customer service AGAIN was horrible. I am not giving this place another try because 2 times is enough and with the same experience.. They really need to fire most of their servers and get servers that actually know how to treat people and provide at the least \""Decent\"" customer service. NEVER AGAIN!  Oh, and the bands music is so loud that you couldn't even have a normal conversation without yelling. Tone the loud music down so that I can actually have a choice of sitting inside at a table than outside at the patio where all the smokers sit..",1,"Reasoning: The reviewer expresses strong dissatisfaction with their experience, wishing they could give ""0"" stars. They describe repeated poor service, long wait times, and being ignored by the server on multiple occasions. The only positive mention is of another staff member who briefly helped, but the overall tone is extremely negative and frustrated. There are no redeeming qualities mentioned about the food, atmosphere, or service.
Stars: 1",1,"The reviewer expresses strong dissatisfaction with their experience, wishing they could give ""0"" stars. They describe repeated poor service, long wait times, and being ignored by the server on multiple occasions. The only positive mention is of another staff member who briefly helped, but the overall tone is extremely negative and frustrated. There are no redeeming qualities mentioned about the food, atmosphere, or service.",False
"Beautiful rooms and views. Room service is awful. The tuna tartare was tasteless and my quesadilla was so burnt I had to send it back. The room also had a number of technical problems that the staff could not solve, such as the tv in the bedroom not functioning. Overall, I wouldn't recommend this hotel.",2,"Reasoning: The reviewer mentions positive aspects such as beautiful rooms and views, but the majority of the review focuses on negative experiences. Room service is described as awful, with specific complaints about tasteless food and burnt items. There are also technical problems in the room that staff could not resolve. The reviewer concludes by saying they would not recommend the hotel, indicating strong dissatisfaction.
Stars: 2",2,"The reviewer mentions positive aspects such as beautiful rooms and views, but the majority of the review focuses on negative experiences. Room service is described as awful, with specific complaints about tasteless food and burnt items. There are also technical problems in the room that staff could not resolve. The reviewer concludes by saying they would not recommend the hotel, indicating strong dissatisfaction.",False
